GEOM_X;GEOM_Y;TERYT_KOD;ULICA_NR
7426915,65;5551155,565;34084;pana cogito_5
7426923,341;5551155,164;34084;pana cogito_3
7426939,226;5551152,389;10541;kwartowa_11
7426938,564;5551144,746;10541;kwartowa_9
7426939,013;5551137,077;10541;kwartowa_7
7426938,661;5551128,924;10541;kwartowa_5
7426855,939;5551158,206;34084;pana cogito_17
7426864,331;5551157,478;34084;pana cogito_15
7426872,317;5551157,243;34084;pana cogito_13
7426879,965;5551156,89;34084;pana cogito_11
7426859,605;5551181,555;367;antyczna_1
7426860,683;5551191,888;367;antyczna_3
7426861,134;5551201,299;367;antyczna_5
7426864,472;5551231,222;367;antyczna_11
7424676,106;5546862,373;21925;szeroka_6
7424461,248;5549485,523;13497;murowana_14
7424420,586;5549471,691;22907;towarowa_6
7424420,586;5549471,691;22907;towarowa_6
7424436,179;5549467,397;22907;towarowa_8
7424436,179;5549467,397;22907;towarowa_8
7424449,005;5549463,937;22907;towarowa_10
7424449,005;5549463,937;22907;towarowa_10
7424458,833;5549475,568;13497;murowana_12
7424369,864;5549475,78;22907;towarowa_3
7424369,864;5549475,78;22907;towarowa_3
7424382,005;5549472,187;22907;towarowa_5
7424382,005;5549472,187;22907;towarowa_5
7424395,616;5549453,692;22907;towarowa_7
7424395,616;5549453,692;22907;towarowa_7
7424413,634;5549463,335;22907;towarowa_9
7424413,634;5549463,335;22907;towarowa_9
7424428,521;5549459,043;22907;towarowa_11
7424428,521;5549459,043;22907;towarowa_11
7424415,97;5549425,908;1127;bêdziñska_5
7424399,547;5549430,786;1127;bêdziñska_7
7424383,724;5549435,45;1127;bêdziñska_9
7424440,896;5549401,357;13497;murowana_4
7425829,791;5548703,665;5335;garczyñskiego_5
7425850,538;5548700,205;5335;garczyñskiego_7
7425862,999;5548698,22;5335;garczyñskiego_9
7425885,018;5548694,145;5335;garczyñskiego_11
7425915,435;5548688,43;5335;garczyñskiego_15
7425949,21;5548635,734;6260;grunwaldzka_20
7425939,747;5548631,803;13246;moniuszki_32
7425914,825;5548636,445;13246;moniuszki_30
7425890,457;5548640,72;13246;moniuszki_28
7425865,564;5548645,5;13246;moniuszki_26
7425849,732;5548648,5;13246;moniuszki_24
7425825,475;5548652,965;13246;moniuszki_22b
7425813,045;5548655,31;13246;moniuszki_22a
7425790,203;5548659;13246;moniuszki_20
7425786,99;5548677,359;8379;kielecka_27a
7426025,272;5548533,41;8153;kasprowicza_24a
7425988,026;5548436,73;25488;zaleskiego_31
7426021,278;5548436,115;25488;zaleskiego_35
7426055,004;5548435,28;25488;zaleskiego_39
7426993,36;5549663,149;5027;fio³kowa_8
7426579,627;5549537,233;10174;krzywoñ_21
7426583,117;5549533,814;10174;krzywoñ_21a
7427129,235;5549362,97;23305;ugorek_1a
7426747,528;5550377,54;16203;xx pijarów_10
7427309,116;5549434,399;23339;u³anów_44a
7426473,096;5549635,969;10174;krzywoñ_9
7426694,506;5549779,663;29007;pszona_5
7426743,714;5549729,086;29007;pszona_3
7426810,577;5549656,578;29007;pszona_1
7426408,768;5549615,798;24006;widna_5
7426378,677;5549567,187;14251;nieznana_14
7426359,823;5549540,557;14251;nieznana_12
7426350,215;5549524,365;14251;nieznana_10a
7426346,669;5549519,598;14251;nieznana_10
7426342,149;5549513,534;14251;nieznana_8a
7426298,917;5549554,888;16237;pilotów_23
7426292,144;5549544,749;16237;pilotów_21
7426285,223;5549534,362;16237;pilotów_19
7426276,979;5549524,757;16237;pilotów_17
7426278,861;5549471,229;16816;podmiejska_4
7426266,32;5549499,929;16237;pilotów_13
7426270,833;5549505,223;16237;pilotów_15
7426436,724;5549593,74;24006;widna_7
7426416,377;5549590,912;14251;nieznana_13
7426445,522;5549580,734;24006;widna_9
7426450,394;5549576,066;24006;widna_11
7427241,002;5542921,87;13616;na koz³ówce_16
7427305,541;5542793,865;14890;okólna_13
7427270,339;5542754,46;14890;okólna_11
7427225,206;5542754,625;14890;okólna_9
7427176,709;5542753,5;14890;okólna_7
7427124,672;5542775,565;14890;okólna_3
7427093,237;5542723,481;14890;okólna_5
7427074,247;5542690,655;14890;okólna_18
7427137,299;5542691,289;14890;okólna_20
7427183,866;5542689,626;14890;okólna_22
7427231,01;5542688,815;14890;okólna_24
7427281,822;5542693,193;14890;okólna_26
7427329,203;5542647,425;4870;facimiech_18
7427345,883;5542788,856;14890;okólna_28
7427478,396;5542643,649;4870;facimiech_14
7427381,439;5542633,71;4870;facimiech_16
7427443,452;5542669,845;4870;facimiech_12a
7425680,185;5550195,165;18316;radomska_19
7425677,969;5550188,953;18316;radomska_17
7425675,516;5550185,201;18316;radomska_15
7425671,604;5550179,334;18316;radomska_13
7425667,009;5550175,112;18316;radomska_11
7425664,511;5550168,222;18316;radomska_9
7425660,78;5550164,569;18316;radomska_7
7425658,573;5550158,26;18316;radomska_5
7425655,152;5550154,402;18316;radomska_3
7425651,715;5550149,299;18316;radomska_1
7425665,55;5550092,839;26572;¿u³owska_39
7425685,089;5550092,744;26572;¿u³owska_41
7425695,271;5550107,731;26572;¿u³owska_43b
7425701,096;5550116,647;26572;¿u³owska_45
7425707,586;5550126,231;26572;¿u³owska_47
7425716,893;5550140,427;26572;¿u³owska_49
7425721,936;5550166,097;26572;¿u³owska_53
7425651,5;5550111,675;22989;trêbacza_32
7425766,67;5550141,72;22419;œrodkowa_5
7425746,561;5550054,592;2106;brogi_43
7425762,809;5550066,698;2106;brogi_45
7425768,066;5550077,401;2106;brogi_45a
7425770,75;5550081,53;2106;brogi_45b
7425773,765;5550086,215;2106;brogi_47
7425776,525;5550090,67;2106;brogi_47a
7425780,293;5550096,787;2106;brogi_49
7425731,811;5550133,317;26572;¿u³owska_40a
7425726,392;5550125,413;26572;¿u³owska_40
7425720,238;5550116,877;26572;¿u³owska_38
7425713,285;5550104,261;26572;¿u³owska_36
7425785,821;5550161,694;22419;œrodkowa_4
7425802,457;5550136,773;2106;brogi_53
7425921,513;5550168,72;12746;miechowity_4
7426060,078;5550133,266;12746;miechowity_6a
7426149,6;5550151,965;12746;miechowity_8
7426136,56;5550092,851;20830;stanis³awa ze skalbmierza_12
7425903,5;5550094,34;12029;malawskiego_14
7425892,736;5550107,769;12029;malawskiego_12
7425889,415;5550111,825;12029;malawskiego_10
7425874,731;5550123,144;12029;malawskiego_8
7425871,206;5550127,329;12029;malawskiego_6
7425866,969;5550131,922;12029;malawskiego_4
7425842,379;5550105,713;2106;brogi_54
7425821,378;5550136,199;2106;brogi_50
7425813,496;5550118,417;2106;brogi_48
7425809,944;5550112,067;2106;brogi_46
7425864,538;5550079,973;12029;malawskiego_10a
7425861,061;5550074,836;12029;malawskiego_10b
7425686,386;5550052,189;16900;pogodna_2
7425729,97;5550037,07;2106;brogi_41
7425724,497;5550028,461;2106;brogi_39
7424931,16;5550521,56;26486;¿mujdzka_23
7424931,16;5550521,56;26486;¿mujdzka_23
7424886,965;5550073,685;8508;klemensiewicza_6
7424892,677;5550070,984;8508;klemensiewicza_8
7425862,59;5549756,334;19506;saperów_3
7425872,545;5549777,675;19506;saperów_1
7424934,929;5550031,603;11207;29 listopada_44a
7424934,929;5550031,603;11207;29 listopada_44a
7424946,316;5550055,208;11207;29 listopada_44c
7424946,316;5550055,208;11207;29 listopada_44c
7424919,11;5549998,924;11207;29 listopada_42b
7424919,11;5549998,924;11207;29 listopada_42b
7424902,82;5549965,33;11207;29 listopada_42c
7424902,82;5549965,33;11207;29 listopada_42c
7424874,179;5550015,678;8508;klemensiewicza_4
7426154,576;5549706,976;20503;soko³owskiego_32
7426154,576;5549706,976;20503;soko³owskiego_32
7426185,71;5549698,054;20503;soko³owskiego_27
7426185,71;5549698,054;20503;soko³owskiego_27
7425893,759;5550005,511;24123;wieniawskiego_2a
7425733,999;5549767,978;12832;mieszka i_4a
7425654,23;5549881,796;2106;brogi_19
7425532,272;5549956,583;22989;trêbacza_11
7424934,86;5550409,625;11207;29 listopada_58
7424934,86;5550409,625;11207;29 listopada_58
7424804,87;5550118,3;11207;29 listopada_48a
7424804,87;5550118,3;11207;29 listopada_48a
7424836,95;5550235,5;11207;29 listopada_48c
7424836,95;5550235,5;11207;29 listopada_48c
7424902,937;5550066,144;8508;klemensiewicza_12
7424897,942;5550068,456;8508;klemensiewicza_10
7425004,822;5550472,779;26486;¿mujdzka_15
7425004,822;5550472,779;26486;¿mujdzka_15
7425015,465;5550468,1;26486;¿mujdzka_13
7425015,465;5550468,1;26486;¿mujdzka_13
7425037,821;5550463,337;26486;¿mujdzka_11
7425037,821;5550463,337;26486;¿mujdzka_11
7425058,283;5550478,151;26486;¿mujdzka_9a
7425058,283;5550478,151;26486;¿mujdzka_9a
7425086,852;5550468,617;26486;¿mujdzka_5
7425086,852;5550468,617;26486;¿mujdzka_5
7424997,521;5550447,172;26486;¿mujdzka_12
7424997,521;5550447,172;26486;¿mujdzka_12
7425019,637;5550437,736;26486;¿mujdzka_10a
7425019,637;5550437,736;26486;¿mujdzka_10a
7425026,674;5550434,296;26486;¿mujdzka_10
7425026,674;5550434,296;26486;¿mujdzka_10
7425075,565;5550412,19;26486;¿mujdzka_6a
7425075,565;5550412,19;26486;¿mujdzka_6a
7425127,721;5550293,029;4347;duchacka_3
7425124,763;5550348,372;11207;29 listopada_77
7425124,763;5550348,372;11207;29 listopada_77
7425149,121;5550336,899;24412;wiœniowa_3
7425137,839;5550364,301;24412;wiœniowa_2
7425147,015;5550393,334;11207;29 listopada_81
7425147,015;5550393,334;11207;29 listopada_81
7425183,698;5550445,841;11207;29 listopada_85
7425183,698;5550445,841;11207;29 listopada_85
7426187,559;5549778,991;24123;wieniawskiego_60
7426125,816;5549761,473;16191;piêkna_5
7426124,414;5549756,908;20503;soko³owskiego_24
7426124,414;5549756,908;20503;soko³owskiego_24
7426148,493;5549708,609;20503;soko³owskiego_30
7426148,493;5549708,609;20503;soko³owskiego_30
7426105,109;5549855,651;24123;wieniawskiego_42
7426084,744;5549816,773;20503;soko³owskiego_12
7426084,744;5549816,773;20503;soko³owskiego_12
7426067,182;5549783,417;20503;soko³owskiego_11
7426067,182;5549783,417;20503;soko³owskiego_11
7426051,577;5549794,259;20503;soko³owskiego_9
7426051,577;5549794,259;20503;soko³owskiego_9
7426083,916;5549775,635;20503;soko³owskiego_13
7426083,916;5549775,635;20503;soko³owskiego_13
7426170,35;5549745,241;20503;soko³owskiego_36a
7426170,35;5549745,241;20503;soko³owskiego_36a
7426166,415;5549823,195;24123;wieniawskiego_53
7426092,632;5549885,223;24123;wieniawskiego_37
7426083,495;5549893,025;24123;wieniawskiego_35
7426074,805;5549959,785;12029;malawskiego_52
7426079,756;5549955,605;12029;malawskiego_54
7426084,619;5549950,916;12029;malawskiego_56
7426089,619;5549946,546;12029;malawskiego_58
7426094,421;5549942,259;12029;malawskiego_60
7426099,405;5549937,905;12029;malawskiego_62
7426104,375;5549933,13;12029;malawskiego_64
7426109,306;5549928,503;12029;malawskiego_66
7426037,032;5549935,233;24123;wieniawskiego_25
7426003,14;5549884,235;7952;kanonierów_13
7426067,91;5549825,12;20503;soko³owskiego_10
7426067,91;5549825,12;20503;soko³owskiego_10
7425971,676;5549832,141;7952;kanonierów_7
7426004,891;5549821,775;20503;soko³owskiego_3
7426004,891;5549821,775;20503;soko³owskiego_3
7425864,55;5549804,09;3928;dobra_10
7425920,665;5549936,38;7380;jaœminowa_7
7425963,541;5549915,665;7380;jaœminowa_11a
7425976,576;5549909,529;7380;jaœminowa_15
7425903,855;5549947,275;7380;jaœminowa_5b
7425883,823;5549934,231;7380;jaœminowa_6
7425862,879;5549826,695;3928;dobra_9
7425866,495;5549824,93;3928;dobra_9a
7425808,583;5549853,906;3928;dobra_3
7425768,045;5549842,584;12832;mieszka i_14a
7425757,294;5549819,293;12832;mieszka i_12
7425812,735;5549830,575;3928;dobra_6
7425722,324;5549792,579;12832;mieszka i_7b
7425724,835;5549798,636;12832;mieszka i_7c
7425716,229;5549776,828;12832;mieszka i_5
7425679,03;5549864,945;2106;brogi_14
7425824,385;5549708,68;19506;saperów_7
7425717,235;5550198,815;22419;œrodkowa_12
7425798,85;5549928,459;12832;mieszka i_25
7425816,325;5549922,33;12832;mieszka i_20
7425864,87;5549945,735;7380;jaœminowa_4
7425772,414;5550208,641;1913;bosaków_28
7425756,224;5550220,705;1913;bosaków_26
7425748,11;5550227,155;1913;bosaków_24
7425734,979;5550236,877;1913;bosaków_22
7425619,62;5550266,3;23160;turkusowa_3
7425619,206;5550096,692;22989;trêbacza_31
7425605,43;5550072,391;22989;trêbacza_29
7425000,071;5550377,251;11207;29 listopada_56
7425000,071;5550377,251;11207;29 listopada_56
7424980,643;5550454,444;26486;¿mujdzka_12a
7424980,643;5550454,444;26486;¿mujdzka_12a
7424982,62;5550483,66;26486;¿mujdzka_17
7424982,62;5550483,66;26486;¿mujdzka_17
7424988,089;5550404,4;26486;¿mujdzka_10b
7424988,089;5550404,4;26486;¿mujdzka_10b
7425002,386;5550259,283;11207;29 listopada_52
7425002,386;5550259,283;11207;29 listopada_52
7425251,115;5550420,815;26635;¿ytnia_9
7425234,792;5550397,257;19404;sadowa_8
7425278,1;5550407,62;26635;¿ytnia_11
7425286,234;5550402,391;26635;¿ytnia_13
7425292,465;5550397,19;26635;¿ytnia_13a
7425049,992;5550423,696;26486;¿mujdzka_8
7425049,992;5550423,696;26486;¿mujdzka_8
7425069,121;5550415,095;26486;¿mujdzka_6b
7425069,121;5550415,095;26486;¿mujdzka_6b
7425185,481;5550403,504;19404;sadowa_3
7425117,55;5550332,654;11207;29 listopada_75
7425117,55;5550332,654;11207;29 listopada_75
7425121,898;5550318,101;4347;duchacka_2
7425136,059;5550249,338;4957;fertnera_1
7425195,424;5550294,531;24412;wiœniowa_11
7425181,55;5550328,22;24412;wiœniowa_8
7425189,982;5550318,438;24412;wiœniowa_10a
7425214,88;5550373,945;19404;sadowa_9
7425341,329;5550360,189;2597;celarowska_4
7425328,638;5550276,701;2597;celarowska_14a
7425091,15;5550261,5;17474;pr¹dzyñskiego_1
7425074,84;5550239,765;11207;29 listopada_69
7425074,84;5550239,765;11207;29 listopada_69
7425068,196;5550226,302;11207;29 listopada_65a
7425068,196;5550226,302;11207;29 listopada_65a
7425101,296;5550219,284;17474;pr¹dzyñskiego_6
7425109,28;5550210,55;17474;pr¹dzyñskiego_8
7425124,498;5550194,292;17474;pr¹dzyñskiego_10
7425077,505;5550181,425;24289;wileñska_2a
7425088,835;5550156,782;24289;wileñska_4
7425068,736;5550138,03;24289;wileñska_3
7425077,775;5550103,01;25797;zau³ek wileñski_1
7425113,05;5550086,68;24289;wileñska_5
7425164,487;5550043,113;24289;wileñska_7
7425156,216;5550188,724;17474;pr¹dzyñskiego_11
7425161,829;5550196,026;17474;pr¹dzyñskiego_11b
7425167,854;5550201,456;17474;pr¹dzyñskiego_11a
7425175,779;5550170,646;17474;pr¹dzyñskiego_13
7425181,63;5550164,925;17474;pr¹dzyñskiego_15
7425185,88;5550160,725;17474;pr¹dzyñskiego_17
7425189,614;5550157,051;17474;pr¹dzyñskiego_19
7425212,634;5550146,589;2597;celarowska_25
7425215,125;5550151,505;2597;celarowska_23
7425219,959;5550156,313;2597;celarowska_21a
7425223,41;5550163,115;2597;celarowska_21
7425232,361;5550181,476;2597;celarowska_19
7425135,304;5550162,245;17474;pr¹dzyñskiego_12
7425143,895;5550148,05;17474;pr¹dzyñskiego_14
7425219;5550104,165;2597;celarowska_30
7425251,732;5550069,322;24289;wileñska_22
7425276,798;5550107,866;2597;celarowska_28
7425305,312;5550145,259;2597;celarowska_26a
7425299,495;5550213,721;2597;celarowska_22
7425345,265;5550200,056;2597;celarowska_20
7425386,98;5550210,134;2597;celarowska_18
7425375,649;5550053,76;13902;nadrzeczna_6
7425411,821;5550088,95;13902;nadrzeczna_8
7424973,565;5550021,315;11207;29 listopada_47b
7424973,565;5550021,315;11207;29 listopada_47b
7425223,936;5549966,465;24289;wileñska_9b
7425256,882;5549918,704;24289;wileñska_9c
7425327,455;5549976,27;13902;nadrzeczna_2
7425251,077;5550008,931;24289;wileñska_24
7425100,405;5550002,465;24289;wileñska_9
7425121,41;5549917,69;24289;wileñska_9a
7424993,979;5549973,378;11207;29 listopada_41b
7424993,979;5549973,378;11207;29 listopada_41b
7424975,82;5549933,725;11207;29 listopada_41a
7424975,82;5549933,725;11207;29 listopada_41a
7425047,455;5549921,046;11207;29 listopada_41c
7425047,455;5549921,046;11207;29 listopada_41c
7424932,153;5549926,496;11207;29 listopada_41
7424932,153;5549926,496;11207;29 listopada_41
7424936,909;5549945,948;11207;29 listopada_43b
7424936,909;5549945,948;11207;29 listopada_43b
7424943,594;5549959,338;11207;29 listopada_45a
7424943,594;5549959,338;11207;29 listopada_45a
7424950,82;5549974,039;11207;29 listopada_45b
7424950,82;5549974,039;11207;29 listopada_45b
7424956,969;5549987,343;11207;29 listopada_45c
7424956,969;5549987,343;11207;29 listopada_45c
7424963,17;5550000,18;11207;29 listopada_45d
7424963,17;5550000,18;11207;29 listopada_45d
7424967,891;5550009,806;11207;29 listopada_47
7424967,891;5550009,806;11207;29 listopada_47
7425044,574;5550020,331;25797;zau³ek wileñski_5
7425015,195;5549993,96;25797;zau³ek wileñski_7
7425372,616;5549947,834;5431;gdañska_3
7425373,696;5549959,381;5431;gdañska_3a
7425405,719;5550015,113;5431;gdañska_9
7425407,548;5550018,327;5431;gdañska_11
7425399,408;5550003,566;5431;gdañska_7
7425444,304;5550052,544;5431;gdañska_16
7425458,621;5550071,462;5431;gdañska_20
7425463,616;5550080,857;5431;gdañska_22
7426164,82;5550049,65;20830;stanis³awa ze skalbmierza_10
7426201,735;5550006,74;1682;bohaterów wietnamu_1
7426103,907;5550048,623;20830;stanis³awa ze skalbmierza_7
7426263,112;5550016,873;1682;bohaterów wietnamu_3
7426290,624;5550052,034;1682;bohaterów wietnamu_5
7426238,807;5550186,301;12746;miechowity_10
7426300,481;5550127,538;13132;m³yñska_7
7426363,112;5550082,296;13132;m³yñska_5
7426312,004;5550165,469;13132;m³yñska_9
7426235,489;5550267,075;12746;miechowity_21
7426274,93;5550295,92;13132;m³yñska_11
7425031,317;5550327,609;11207;29 listopada_54
7425031,317;5550327,609;11207;29 listopada_54
7425226,576;5550253,012;24412;wiœniowa_18
7425464,393;5550009,568;18316;radomska_14
7425493,804;5550011,094;18316;radomska_16
7426074,502;5549881,412;24123;wieniawskiego_36
7425634,906;5549827,471;2106;brogi_13
7425633,2;5549824,27;2106;brogi_11
7425631,051;5549820,207;2106;brogi_9
7425646,391;5549851,247;2106;brogi_15
7425504,255;5549859,865;22989;trêbacza_4
7425088,806;5550435,53;26486;¿mujdzka_3
7425088,806;5550435,53;26486;¿mujdzka_3
7425142,005;5550479,084;11207;29 listopada_70
7425142,005;5550479,084;11207;29 listopada_70
7425261,371;5550400,301;3425;czerwona_3
7425026,881;5550125,882;11207;29 listopada_59
7425026,881;5550125,882;11207;29 listopada_59
7425705,03;5549957,911;2106;brogi_31
7425690,719;5550100,974;26572;¿u³owska_43a
7425452,725;5550060,474;5431;gdañska_18a
7426603,145;5551187,66;21364;strzelców_5b
7425602,87;5550779,37;3939;dobrego pasterza_27a
7425602,87;5550779,37;3939;dobrego pasterza_27a
7426188,705;5551465,04;17354;powstañców_32a
7426188,705;5551465,04;17354;powstañców_32a
7426188,495;5551458,09;17354;powstañców_32b
7426188,495;5551458,09;17354;powstañców_32b
7425299,87;5550897,415;13825;nad strug¹_7a
7425383,228;5550641,276;24745;woronicza_3b
7426406,556;5550558,38;1930;boznañskiej_12
7425810,367;5550515,345;24745;woronicza_38
7425775,921;5550446,7;11330;lublañska_11
7425785,08;5550485,225;11330;lublañska_11a
7425797,799;5550669,245;3939;dobrego pasterza_40
7425797,799;5550669,245;3939;dobrego pasterza_40
7426398,658;5551747,234;17354;powstañców_77
7426398,658;5551747,234;17354;powstañców_77
7425582,504;5550771,825;3939;dobrego pasterza_25a
7425582,504;5550771,825;3939;dobrego pasterza_25a
7425663,114;5550781,038;3939;dobrego pasterza_37a
7425663,114;5550781,038;3939;dobrego pasterza_37a
7425826,36;5550707,305;3939;dobrego pasterza_44
7425826,36;5550707,305;3939;dobrego pasterza_44
7425779,048;5550681,594;3939;dobrego pasterza_36
7425779,048;5550681,594;3939;dobrego pasterza_36
7426258,618;5551638,115;17354;powstañców_61
7426258,618;5551638,115;17354;powstañców_61
7426614,998;5551898,327;17354;powstañców_95
7426614,998;5551898,327;17354;powstañców_95
7426457,36;5551801,86;17354;powstañców_85
7426457,36;5551801,86;17354;powstañców_85
7426415,022;5551763,036;17354;powstañców_79
7426415,022;5551763,036;17354;powstañców_79
7426384,918;5551734,864;17354;powstañców_75
7426384,918;5551734,864;17354;powstañców_75
7426379,065;5551730,515;17354;powstañców_73
7426379,065;5551730,515;17354;powstañców_73
7426268,445;5551550,035;17354;powstañców_38
7426268,445;5551550,035;17354;powstañców_38
7426670,936;5551530,069;21364;strzelców_18
7426767,662;5551529,847;18524;reduta_9
7426464,52;5551725,486;17354;powstañców_46
7426464,52;5551725,486;17354;powstañców_46
7426500,651;5551668,785;21364;strzelców_23
7426396,9;5551656,466;17354;powstañców_44
7426396,9;5551656,466;17354;powstañców_44
7426528,42;5551593,531;21364;strzelców_21
7426486,101;5551547,441;21364;strzelców_19a
7426330,1;5551612,21;17354;powstañców_42
7426330,1;5551612,21;17354;powstañców_42
7426300,821;5551581,531;17354;powstañców_40
7426300,821;5551581,531;17354;powstañców_40
7426551,72;5551524,304;21364;strzelców_19
7426509,816;5551492,687;21364;strzelców_17a
7426567,182;5551452,371;21364;strzelców_17
7426514,96;5551448,641;21364;strzelców_15b
7426507,849;5551405,094;21364;strzelców_15a
7426242,506;5551523,203;17354;powstañców_36
7426242,506;5551523,203;17354;powstañców_36
7426268,311;5551411,778;17354;powstañców_34a
7426268,311;5551411,778;17354;powstañców_34a
7426173,583;5551370,5;17354;powstañców_30
7426173,583;5551370,5;17354;powstañców_30
7426226,42;5551362,42;17354;powstañców_30a
7426226,42;5551362,42;17354;powstañców_30a
7426470,261;5551295,757;21364;strzelców_11a
7426583,43;5551290,866;21364;strzelców_11
7426565,825;5551254,847;21364;strzelców_9
7426464,331;5551249,633;21364;strzelców_9a
7426549;5551216,737;21364;strzelców_7
7426401,945;5551240,264;21364;strzelców_9b
7426462,205;5551193,28;21364;strzelców_7a
7426374,78;5551201,398;21364;strzelców_7b
7426329,955;5551189,048;21364;strzelców_7c
7426264,385;5551295,877;11787;³uszczkiewicza_9
7426179,699;5551290,925;17354;powstañców_30c
7426179,699;5551290,925;17354;powstañców_30c
7426154,863;5551330,355;17354;powstañców_30b
7426154,863;5551330,355;17354;powstañców_30b
7426150,368;5551259,335;17354;powstañców_30d
7426150,368;5551259,335;17354;powstañców_30d
7426102,37;5551241,148;11982;majora_38
7426029,39;5551287,994;11982;majora_54
7425996,32;5551266,479;11982;majora_60
7425994,27;5551239,268;11982;majora_58
7426028,42;5551236,113;11982;majora_50
7426026,21;5551211,014;11982;majora_48
7426129,8;5551210,973;11982;majora_34
7426104,24;5551212,303;11982;majora_36
7425930,81;5551176,293;11982;majora_20
7425956,29;5551178,858;11982;majora_22
7425981,63;5551179,123;11982;majora_24
7426048,51;5551165,573;11982;majora_26
7426074,195;5551164,808;11982;majora_28
7426100,295;5551166,753;11982;majora_30
7426125,705;5551171,297;11982;majora_32
7426081,938;5551476,13;17354;powstañców_41
7426081,938;5551476,13;17354;powstañców_41
7426069,277;5551491,045;17354;powstañców_39
7426069,277;5551491,045;17354;powstañców_39
7426004,104;5551426,676;17354;powstañców_31
7426004,104;5551426,676;17354;powstañców_31
7425989,536;5551415,455;17354;powstañców_29
7425989,536;5551415,455;17354;powstañców_29
7425964,254;5551399,23;17354;powstañców_27
7425964,254;5551399,23;17354;powstañców_27
7425907,617;5551351,943;17354;powstañców_25
7425907,617;5551351,943;17354;powstañców_25
7425862,29;5551345,83;17354;powstañców_23b
7425862,29;5551345,83;17354;powstañców_23b
7425804,598;5551328,464;17354;powstañców_19
7425804,598;5551328,464;17354;powstañców_19
7425608,461;5551204,069;11207;29 listopada_148
7425608,461;5551204,069;11207;29 listopada_148
7425605,57;5551190,019;11207;29 listopada_146
7425605,57;5551190,019;11207;29 listopada_146
7425595,055;5551152,352;11207;29 listopada_142
7425595,055;5551152,352;11207;29 listopada_142
7425565,108;5551189,826;19164;rybianka_6
7425520,79;5551194,2;19164;rybianka_12
7425518,785;5551129,08;16572;pocieszka_15
7425559,41;5551140,385;19164;rybianka_3
7425553,86;5551085,18;11207;29 listopada_130
7425553,86;5551085,18;11207;29 listopada_130
7425486,806;5551059,631;16572;pocieszka_10
7425470,905;5551040,041;16572;pocieszka_8
7425456,979;5551012,395;16572;pocieszka_6
7425459,681;5550976,527;11207;29 listopada_118
7425459,681;5550976,527;11207;29 listopada_118
7425426,28;5550945,022;11207;29 listopada_114b
7425426,28;5550945,022;11207;29 listopada_114b
7425458,894;5550922,563;11207;29 listopada_114a
7425458,894;5550922,563;11207;29 listopada_114a
7425456,235;5550918,505;11207;29 listopada_114
7425456,235;5550918,505;11207;29 listopada_114
7425418,04;5550934,026;11207;29 listopada_114c
7425418,04;5550934,026;11207;29 listopada_114c
7425442,145;5550899,385;11207;29 listopada_110
7425442,145;5550899,385;11207;29 listopada_110
7425434,265;5550886,8;11207;29 listopada_108
7425434,265;5550886,8;11207;29 listopada_108
7425426,595;5550874,531;11207;29 listopada_106
7425426,595;5550874,531;11207;29 listopada_106
7425416,267;5550858,293;11207;29 listopada_104
7425416,267;5550858,293;11207;29 listopada_104
7425340,669;5550784,929;11207;29 listopada_98
7425340,669;5550784,929;11207;29 listopada_98
7425277,804;5550845,471;13825;nad strug¹_17
7425241,885;5550711,014;11207;29 listopada_92
7425241,885;5550711,014;11207;29 listopada_92
7426041,784;5551386,984;17354;powstañców_28
7426041,784;5551386,984;17354;powstañców_28
7425974,676;5551311,785;17354;powstañców_26
7425974,676;5551311,785;17354;powstañców_26
7425816,054;5551276,43;17354;powstañców_20
7425816,054;5551276,43;17354;powstañców_20
7425760,437;5551231,12;17354;powstañców_14
7425760,437;5551231,12;17354;powstañców_14
7425757,686;5551110,605;13570;na barciach_16
7425840,429;5551218,895;11602;³epkowskiego_28
7425852,224;5551215,23;11602;³epkowskiego_26
7425825,754;5551196,25;11602;³epkowskiego_24
7425848,544;5551189,09;11602;³epkowskiego_20
7425831,532;5551167,475;11602;³epkowskiego_16
7425841,602;5551163,975;11602;³epkowskiego_14
7425945,375;5550981,14;11982;majora_5b
7425818,366;5551128,025;11602;³epkowskiego_12
7425884,23;5551154,097;11982;majora_9
7425806,721;5551074,555;11602;³epkowskiego_10
7425914,05;5551066,346;11982;majora_7
7425820,225;5551016,088;11602;³epkowskiego_8
7425841,86;5550960,597;11602;³epkowskiego_6
7425948,34;5550927,632;11982;majora_5
7425850,12;5550907,733;11602;³epkowskiego_4
7425948,835;5550875,633;11982;majora_3
7425851,02;5550854,857;11602;³epkowskiego_2
7425948,86;5550822,494;11982;majora_1
7425793,534;5550812,405;3939;dobrego pasterza_51a
7425793,534;5550812,405;3939;dobrego pasterza_51a
7425799,168;5550766,865;3939;dobrego pasterza_55
7425799,168;5550766,865;3939;dobrego pasterza_55
7425792,422;5550727,205;3939;dobrego pasterza_53
7425792,422;5550727,205;3939;dobrego pasterza_53
7425778,639;5550747,3;3939;dobrego pasterza_51
7425778,639;5550747,3;3939;dobrego pasterza_51
7425618,546;5551114,702;11207;29 listopada_145
7425618,546;5551114,702;11207;29 listopada_145
7425668,957;5551142,082;13570;na barciach_4
7425661,811;5551100,349;13570;na barciach_6
7426162,347;5551104,085;21527;sudolska_7
7426241,64;5551253,733;11787;³uszczkiewicza_7
