GEOM_X;GEOM_Y;TERYT_KOD;ULICA_NR
7421870,65;5540861,4;28534;dercza_3
7421881,626;5540841,3;25341;zagaje_44
7421859,211;5540831,455;25341;zagaje_46
7421845,234;5540835,5;25341;zagaje_48
7421822,225;5540846,365;25341;zagaje_50
7421785,38;5540856,83;25341;zagaje_52
7421789,613;5540890,429;28541;miodoñskiego_3
7421687,504;5540844,3;25341;zagaje_65
7421699,964;5540844,685;25341;zagaje_63
7421708,902;5540844,56;25341;zagaje_61
7421721,454;5540843,715;25341;zagaje_59
7421734,645;5540842,66;25341;zagaje_57
7421837,466;5540703,585;9489;kostrzewskiego_13
7421827,047;5540703,61;9489;kostrzewskiego_15
7421817,213;5540703,39;9489;kostrzewskiego_17
7421811,492;5540703,15;9489;kostrzewskiego_19
7421765,514;5540702,395;9489;kostrzewskiego_29
7421778,795;5540702,515;9489;kostrzewskiego_27
7421743,246;5540701,295;9489;kostrzewskiego_31
7421743,268;5540690,685;9489;kostrzewskiego_33
7421743,689;5540679,795;9489;kostrzewskiego_35
7421663,22;5540686,597;22817;tochowicza_30
7421661,385;5540698,291;22817;tochowicza_28
7421681,135;5540699,683;22817;tochowicza_9
7421661,76;5540677,412;22817;tochowicza_32
7421717,032;5540705,04;9489;kostrzewskiego_41
7421716,944;5540683,975;9489;kostrzewskiego_37
7421716,764;5540694,795;9489;kostrzewskiego_39
7421843,422;5540738,115;9489;kostrzewskiego_32
7421830,841;5540738,225;9489;kostrzewskiego_28
7421802,46;5540740,047;2994;ciechanowska_2
7421802,08;5540749,383;2994;ciechanowska_4
7421802,14;5540760,653;2994;ciechanowska_6
7421801,62;5540770,778;2994;ciechanowska_8
7421801,34;5540781,672;2994;ciechanowska_10
7421800,91;5540791,676;2994;ciechanowska_12
7421828,474;5540779,1;28537;kêpiñskiego_7
7421840,298;5540778,945;28537;kêpiñskiego_5
7421850,197;5540779,025;28537;kêpiñskiego_3
7421862,086;5540778,975;28537;kêpiñskiego_1
7421871,632;5540808,565;25341;zagaje_41
7421860,104;5540809,43;25341;zagaje_43
7421849,224;5540810,21;25341;zagaje_45
7421837,1;5540811,81;25341;zagaje_47
7421824,59;5540814,89;25341;zagaje_49
7421811,157;5540818,425;25341;zagaje_51
7421800,568;5540821,995;25341;zagaje_53
7421787,058;5540824,905;25341;zagaje_55
7421782,13;5540796,793;2994;ciechanowska_15
7421782,17;5540787,973;2994;ciechanowska_11
7421784,93;5540776,297;2994;ciechanowska_9
7421783,72;5540766,006;2994;ciechanowska_7
7421739,805;5540734,443;10562;kwiatowa_17
7421741,775;5540746,436;10562;kwiatowa_15
7421740,155;5540758,696;10562;kwiatowa_13
7421686,742;5540743,66;10562;kwiatowa_16
7421696,276;5540744,715;10562;kwiatowa_18
7421707,093;5540744,58;10562;kwiatowa_20
7421716,907;5540744,82;10562;kwiatowa_22
7421684,607;5540807,565;10562;kwiatowa_2
7421697,913;5540807,785;10562;kwiatowa_4
7421710,223;5540807,755;10562;kwiatowa_6
7421720,378;5540808,955;10562;kwiatowa_8
7421663,31;5540730,056;22817;tochowicza_26
7421662,895;5540762,153;22817;tochowicza_18
7421661,81;5540770,014;22817;tochowicza_16
7421664,155;5540777,508;22817;tochowicza_14
7421661,49;5540784,174;22817;tochowicza_12
7421663,78;5540792,588;22817;tochowicza_10
7421663,77;5540796,322;22817;tochowicza_8
7420279,725;5541209,596;20641;spacerowa_15
7420392,892;5541745,53;539;babiñskiego_21
7420384,875;5541705,548;539;babiñskiego_15a
7420384,745;5541676,778;539;babiñskiego_15b
7420378,04;5541657,364;539;babiñskiego_15c
7420419,38;5541657,919;20641;spacerowa_6
7419767,129;5540808,285;20641;spacerowa_77
7420245,85;5541148,799;20641;spacerowa_17
7419500,655;5551109,08;26442;¿eleñskiego_72b
7415742,545;5546103,744;31019;oszustowskiego_21
7415363,247;5545732,94;20478;sokola_51
7417735,759;5548619,455;24364;wiosenna_1a
7416329,136;5547746,13;19343;rzepichy_27d
7419506,89;5548803,065;7506;jesionowa_24
7419524,54;5548792,614;7506;jesionowa_22
7419838,694;5550931,105;26442;¿eleñskiego_22
7416246,394;5546024,145;7624;józefa_311b
7415115,07;5545774,95;7624;józefa_228
7421349,156;5547482,474;4797;emaus_35g
7423128,001;5550611,765;19127;rusznikarska_14a
7420309,635;5547950,564;10607;lajkonika_2
7417814,331;5549019,27;16669;pod stokiem_39
7417824,383;5549050,054;16669;pod stokiem_41
7417834,411;5549081,4;16669;pod stokiem_43
7419046,829;5551137,116;28979;peipera_18
7417768,629;5548609,555;24364;wiosenna_1
7417950,758;5549089,799;16669;pod stokiem_21
7432800,26;5547084,403;25435;zakarnie_4g
7429082,063;5552174,217;1686;bohaterów wrzeœnia_58
7430529,36;5550824,305;4916;fatimska_130
7433910,215;5551781,835;21425;studzienna_21
7433949,728;5551753,636;21425;studzienna_17
7436395,699;5552888,68;2514;bystronia_1a
7436983,573;5553421,3;27658;figlewicza_39
7436266,179;5552522,657;20075;skoczylasa_14
7436381,05;5552239,685;28606;jase³kowa_12
7442780,644;5547042,765;4268;dro¿yska_12a
7441764,901;5546637,567;801;bartnicza_4a
7439810,464;5547032,113;19339;rzepakowa_8b
7432163,38;5550345,35;23620;wañkowicza_156
7431501,617;5550397,87;20793;stadionowa_9b
7431771,53;5546908,78;25353;zag³oby_62
7431782,664;5546912,97;25353;zag³oby_62a
7437324,643;5552269,112;5570;glinik_112b
7432261,58;5549209,23;2428;bulwarowa_49
7431208,852;5546762,774;14205;niepokalanej panny marii_115
7430528,205;5550684,534;4916;fatimska_74
7440900,559;5549500,056;6867;igo³omska_80b
7443151,741;5546389,259;13921;nadwodna_16a
7432020,365;5547609,473;8485;klasztorna_19b
7417819,404;5549122,035;16669;pod stokiem_47
7419571,237;5551161,729;26442;¿eleñskiego_70d
7420552,547;5549220,426;10731;lea_237
7415511,855;5546048,801;14893;okr¹g_30
7422274,506;5546934,561;4797;emaus_6
7422282,575;5546918,399;4797;emaus_5
7415837,925;5545265,185;1244;bielañska_11
7420659,796;5548665,125;2070;br¹zownicza_4
7420647,571;5548667,1;2070;br¹zownicza_2
7430567,245;5550861,121;4916;fatimska_138
7441211,252;5550786,445;18231;pysocice_56b
7427200,63;5550930,825;3939;dobrego pasterza_126
7427200,63;5550930,825;3939;dobrego pasterza_126
7419190,11;5547764,488;21002;starowolska_10
7420223,011;5547855,245;16658;pod sikornikiem_27a
7420394,274;5545084,085;23257;tyniecka_60
7417706,268;5543904,144;3660;d¹browa_23a
7423768,06;5544911,595;19210;rydlówka_15
7420855,209;5544507,26;25477;zakrzowiecka_45
7421008,175;5544627,281;29002;odrzywolskiego_3
7420471,6;5541903,93;539;babiñskiego_20c
7417976,185;5543940,25;1492;bobrowa_12
7420707,231;5548725,134;20670;spi¿owa_14
7420702,56;5548705,944;20670;spi¿owa_16
7432938,671;5547605,201;26389;¿aglowa_29b
7430488,27;5550935,319;4916;fatimska_172
7429287,151;5550434,885;4560;dywizjonu 303_32c
7427948,925;5552594,421;4619;dziekanowicka_3a
7434084,145;5552790,525;17587;pruska_2
7423158,264;5545258,225;18940;rozdro¿e_22
7423062,794;5545186,638;7969;kapelanka_27
7423499,668;5545770,474;9026;komandosów_19
7423297,297;5545442,931;18940;rozdro¿e_15c
7423600,963;5545798,749;9026;komandosów_23
7423223,62;5545819,31;22179;szwedzka_70
7423290,522;5545352,496;18940;rozdro¿e_6
7423086,735;5545490,555;20235;s³omiana_25
7423050,935;5545554,45;20235;s³omiana_23
7423064,138;5545757,811;20235;s³omiana_14
7423053,221;5545779,543;20235;s³omiana_12
7423152,633;5546003,614;23205;twardowskiego_40
7423157,984;5546138,601;12825;mieszczañska_12
7423166,807;5546125,183;12825;mieszczañska_10
7423399,04;5546205,685;23205;twardowskiego_14
7423395,471;5546170,176;23205;twardowskiego_16
7423456,284;5546207,362;24990;wygrana_7
7423459,091;5546198,109;24990;wygrana_9
7423455,155;5546231,686;24990;wygrana_2
7423486,14;5546058,771;13689;na ustroniu_3
7423369,485;5546166,01;23205;twardowskiego_20
7423205,63;5546110,49;12825;mieszczañska_5
7423212,088;5546038,398;23205;twardowskiego_32
7422987,386;5545956,51;23205;twardowskiego_53
7423143,17;5545979,01;23205;twardowskiego_42
7423154,074;5546174,886;12825;mieszczañska_17
7423116,486;5546006,825;23205;twardowskiego_39
7423106,255;5545999,095;23205;twardowskiego_41
7423374,07;5545823,824;9026;komandosów_8
7423416,435;5545842,768;9026;komandosów_15
7423425,789;5545804,713;9026;komandosów_17
7423062,006;5545982,573;23205;twardowskiego_45
7422996,988;5545959,794;23205;twardowskiego_51
7423030,115;5546120,975;22179;szwedzka_38
7423195,222;5546124,084;12825;mieszczañska_7
7423200,984;5546116,401;12825;mieszczañska_5a
7423093,615;5545785,584;20235;s³omiana_7
7423579,616;5545733,315;9026;komandosów_25
7423140,343;5545960,001;4446;dworska_13
7423069,46;5545731,709;20235;s³omiana_16
7422142,015;5542561,87;30677;szczerbiñskiego_7
7422095,475;5542564,992;30676;starca_1
7422112,544;5542568,47;30677;szczerbiñskiego_9
7422004,275;5542538,26;30675;solvaya_15
7422048,552;5542509,723;30675;solvaya_6
7422080,997;5542526,823;30676;starca_8
7422085,32;5542520,681;30676;starca_10
7422063,324;5542550,876;30676;starca_4
7422067,35;5542546,074;30676;starca_6
7422121,916;5542479,301;30671;cesarza_7
7422126,452;5542482,227;30671;cesarza_5
7422151,792;5542501,042;30671;cesarza_3
7422156,962;5542505,146;30671;cesarza_1
7422096,925;5542461,515;30671;cesarza_9
7422171,036;5542605,875;30673;karabu³y_1
7421865,439;5542323,126;30686;krêpy_4
7421143,215;5544493,321;29004;talowskiego_11
7421136,72;5544513,94;29004;talowskiego_3
7421011,721;5544534,381;29002;odrzywolskiego_24
7421124,541;5544419,453;30669;ekielskiego_2
7421100,514;5544493,363;30669;ekielskiego_16
7421097,844;5544501,478;30669;ekielskiego_18
7416934,474;5544456,625;8848;kolna_9
7422776,84;5541906,335;19802;sielska_27a
7421178,289;5542644,883;11351;lubostroñ_3c
7420756,18;5544965,704;19964;skalica_6b
7423209,935;5543283,87;25916;zbrojarzy_21a
7423275,135;5543267,495;25916;zbrojarzy_21b
7423177,988;5545470,915;20235;s³omiana_27b
7423183,888;5545457,314;20235;s³omiana_27a
7417339,182;5543880,158;9486;kostrzecka_6
7417780,88;5544425,774;10131;krzewowa_7a
7421812,471;5542322,067;30687;ku³akowskiego_10
7421804,16;5542305,339;30687;ku³akowskiego_8
7421830,342;5542343,549;30686;krêpy_10
7421835,52;5542340,275;30686;krêpy_8
7421804,107;5542359,957;30686;krêpy_20
7421798,997;5542363,144;30686;krêpy_22
7421763,745;5542223,015;30687;ku³akowskiego_1
7421839,265;5542303,325;30671;cesarza_28
7421748,594;5543050,104;21417;studzianki_32
7421062,056;5542114,082;8691;kobierzyñska_196c
7431289,73;5552472,544;7524;jeziorany_4
7431310,24;5552486,643;7524;jeziorany_1
7431325,03;5552403,344;7524;jeziorany_5
7430732,439;5550100,331;28800;bieñczycki plac targowy_5
7441253,919;5553325,209;36712;sawy-caliñskiego_91
7423491,859;5548927,431;11632;³obzowska_55
7423491,859;5548927,431;11632;³obzowska_55
7431131,1;5547230,905;16694;podbipiêty_63c
7434346,919;5551696,466;29618;pomykany_10
7426931,103;5548584,847;13198;mogilska_122
7429262,199;5550441,75;4560;dywizjonu 303_32b
7434380,92;5551625,326;29618;pomykany_4
7436819,065;5551419,015;23487;wadowska_2m
7438883,575;5547265,386;8012;karaszewicza-tokarzewskiego_37a
7433878,601;5552428,574;29616;korohody_7
7434061,194;5551417,084;3624;darwina_29
7429815,547;5547846,652;19897;sikorki_6
7428802,588;5550575,52;4560;dywizjonu 303_21b
7418974,936;5548563,639;10003;jadwigi_253
7422298,42;5550783,03;12014;makowskiego_18a
7423026,675;5550181,675;16603;pod fortem_2f
7420991,321;5547710,366;23927;wêgierskiego_11
7420878,13;5546509,107;24557;wodoci¹gowa_37
7418725,376;5548794,092;13842;nad zalewem_2e
7419607,71;5548674,794;7506;jesionowa_15e
7417854,925;5548712,39;24364;wiosenna_4a
7422096,035;5550397,833;13486;murarska_16a
7416368,41;5545768,087;3557;daleka_9
7422003,986;5547087,134;10003;jadwigi_33
7422143,03;5547370,495;5095;focha_35
7422120,198;5547364,85;5095;focha_37
7422045,823;5547350,206;5095;focha_39
7422235,081;5547192,578;8179;kasztelañska_33
7422240,756;5547181,179;8179;kasztelañska_31
7422214,998;5547277,218;8179;kasztelañska_47
7422220,49;5547233,97;8179;kasztelañska_41
7422246,78;5547305,165;24963;wyczó³kowskiego_12
7422222,071;5547297,55;24963;wyczó³kowskiego_14
7422278,585;5547186,14;19445;salwatorska_31
7422386,286;5547359,71;24963;wyczó³kowskiego_1
7422391,745;5547369,917;17577;prusa_28
7422387,314;5547385,242;17577;prusa_30
7422407,679;5547391,942;17577;prusa_39
7422430,529;5547320,213;17577;prusa_33
7422463,689;5547251,082;17577;prusa_27
7422471,658;5547235,498;17577;prusa_25
7422479,729;5547219,691;17577;prusa_23
7422488,15;5547203,135;17577;prusa_21
7422496,272;5547187,156;17577;prusa_19
7423082,871;5547392,573;9845;krasiñskiego_30
7423082,871;5547392,573;9845;krasiñskiego_30
7423089,789;5547372,587;9845;krasiñskiego_28
7423089,789;5547372,587;9845;krasiñskiego_28
7423097,29;5547352,384;9845;krasiñskiego_26
7423097,29;5547352,384;9845;krasiñskiego_26
7423104,305;5547331,76;9845;krasiñskiego_24b
7423104,305;5547331,76;9845;krasiñskiego_24b
7423110,94;5547311,26;9845;krasiñskiego_24a
7423110,94;5547311,26;9845;krasiñskiego_24a
7423063,805;5547242,579;21683;syrokomli_15
7423054,205;5547273,83;21683;syrokomli_19a
7423049,031;5547290,722;21683;syrokomli_19b
7423006,581;5547361,233;21683;syrokomli_26
7423036,485;5547266,655;21683;syrokomli_18
7423041,21;5547251,555;21683;syrokomli_16
7423045,496;5547237,518;21683;syrokomli_14
7423008,566;5547288,571;23317;ujejskiego_2a
7422996,787;5547280,442;23317;ujejskiego_4
7422983,721;5547269,446;23317;ujejskiego_6
7422971,319;5547261,614;23317;ujejskiego_8
7422960,609;5547253,454;23317;ujejskiego_10
7422918,585;5547248,255;23317;ujejskiego_15
7422933,906;5547259,146;23317;ujejskiego_13
7422958,123;5547276,328;23317;ujejskiego_9
7422972,799;5547286,633;23317;ujejskiego_7
7422998,843;5547305,007;23317;ujejskiego_3
7423011,045;5547345,841;21683;syrokomli_24
7422926,979;5547384,464;4400;dunin-w¹sowicza_7
7422897,223;5547368,259;4400;dunin-w¹sowicza_11
7422999,501;5547378,712;21683;syrokomli_28
7422986,409;5547386,949;4400;dunin-w¹sowicza_8
7422957,31;5547369,21;4400;dunin-w¹sowicza_12
7422942,826;5547361,346;4400;dunin-w¹sowicza_14
7422861,358;5547267,349;4400;dunin-w¹sowicza_24
7422847,655;5547228,025;4400;dunin-w¹sowicza_26
7422518,871;5547110,898;17577;prusa_10
7422526,74;5547097,085;17577;prusa_8
7422532,537;5547086,292;17577;prusa_6b
7422558,832;5547071,931;17577;prusa_5
7422548,74;5547088,809;17577;prusa_7
7422533,184;5547116,326;17577;prusa_11
7422442,241;5547100,74;19445;salwatorska_22
7422484,162;5547126,596;19445;salwatorska_18
7422636,025;5547140,025;9871;kraszewskiego_9
7422567,691;5547057,513;17577;prusa_3
7422694,391;5547109,426;19677;senatorska_9
7422560,25;5547040,831;17577;prusa_2
7422558,714;5547014,344;19677;senatorska_23
7422449,068;5546953,074;19677;senatorska_35
7422600,666;5547042,686;19677;senatorska_19
7422631,675;5547063,48;19677;senatorska_15
7422678,292;5546974,168;9077;komorowskiego_10
7422689,95;5546959,365;9077;komorowskiego_8
7422701,669;5546945,381;9077;komorowskiego_6
7422712,589;5546932,426;9077;komorowskiego_4
7422720,26;5546948,504;9077;komorowskiego_5
7422705,686;5547150,008;4993;filarecka_2a
7422695,615;5547164,489;4993;filarecka_2b
7422724,986;5547150,099;4993;filarecka_1
7422616,206;5547173,574;9871;kraszewskiego_15
7422626,459;5547227,484;19445;salwatorska_4
7422555,989;5547280,247;9871;kraszewskiego_27
7422671,026;5547197,614;4993;filarecka_8
7422658,627;5547218,267;4993;filarecka_12
7422700,436;5547185,674;4993;filarecka_7
7422691,301;5547198,929;4993;filarecka_9
7422682,524;5547211,826;4993;filarecka_11
7422674,885;5547223,09;4993;filarecka_13
7422667,884;5547233,321;4993;filarecka_15
7422613,074;5547284,756;4993;filarecka_20
7422605,899;5547295,267;4993;filarecka_20a
7422336,101;5547357,73;24963;wyczó³kowskiego_5
7422361,07;5547353,25;24963;wyczó³kowskiego_3
7422848,801;5547098,709;1828;borelowskiego-lelewela_15
7422836,695;5547168,13;1828;borelowskiego-lelewela_19
7422861,874;5547142,767;20763;stachowicza_14
7422877,234;5547151,629;20763;stachowicza_12
7422957,206;5547184,379;24533;w³óczków_18
7422887,784;5546972,312;9574;koœciuszki_31
7422879,062;5547050,137;1828;borelowskiego-lelewela_9
7422770,077;5547159,718;19677;senatorska_1
7422210,091;5547317,475;8179;kasztelañska_51
7422493,267;5547442,535;5095;focha_24
7422405,941;5547424,91;5095;focha_27
7422328,518;5547407,81;5095;focha_30
7422507,136;5547387,057;9871;kraszewskiego_36
7422271,845;5547083,865;8179;kasztelañska_17
7423164,76;5547142,564;9845;krasiñskiego_6
7423164,76;5547142,564;9845;krasiñskiego_6
7422675,833;5546886,746;9574;koœciuszki_47a
7422587,065;5546856,32;9574;koœciuszki_57
7422537,595;5546847,355;9574;koœciuszki_65
7422638,945;5546838,495;9574;koœciuszki_64
7422651,287;5546843,936;9574;koœciuszki_62
7422678,899;5546855,869;9574;koœciuszki_58
7422663,901;5546849,711;9574;koœciuszki_60
7422713,123;5546870,049;9574;koœciuszki_54
7422733,705;5546878,825;9574;koœciuszki_52a
7422723,261;5546919,598;9077;komorowskiego_2
7422721,742;5546902,196;9574;koœciuszki_43
7422903,205;5546898,585;7329;jaskó³cza_4
7422878,79;5546924,3;7329;jaskó³cza_3
7422298,935;5547054,29;8179;kasztelañska_9
7422293,772;5547074,207;8179;kasztelañska_11
7422649,269;5547232,232;4993;filarecka_14
7422584,882;5547335,376;4889;fa³ata_2
7422565,258;5547329,596;4889;fa³ata_2a
7422548,217;5547324,571;4889;fa³ata_2b
7422591,85;5547329,974;4993;filarecka_26
7422496,506;5547310,969;4889;fa³ata_4
7422531,645;5547309,955;9871;kraszewskiego_34
7422724,49;5547314,055;11695;³owiecka_5
7422209,195;5547257,831;8179;kasztelañska_45
7422236,74;5547274,731;8179;kasztelañska_43a
7422251,73;5547277,647;8179;kasztelañska_43b
7422170,822;5547376,871;5095;focha_34
7422721,313;5546873,589;9574;koœciuszki_52b
7422715,124;5547120,369;19677;senatorska_7
7423149,612;5547187,296;9845;krasiñskiego_12
7423149,612;5547187,296;9845;krasiñskiego_12
7422455,014;5547268,097;17577;prusa_29
7422446,778;5547285,724;17577;prusa_31
7422454,18;5547297,035;4889;fa³ata_6
7422599,281;5547309,151;4993;filarecka_24
7422619,641;5547275,439;4993;filarecka_18
7422590,783;5547189,455;9871;kraszewskiego_16
7422580,725;5547192,64;19445;salwatorska_10
7422522,299;5547135,272;17577;prusa_15
7422526,576;5547153,946;19445;salwatorska_16
7422539,995;5547104,01;17577;prusa_9
7422589,017;5547034,801;19677;senatorska_21
7422578,849;5547040,051;17577;prusa_1
7422617,175;5547047,555;19677;senatorska_17
7422651,115;5547088,6;9871;kraszewskiego_2
7422648,682;5547075,051;19677;senatorska_13
7422511,521;5547123,943;17577;prusa_12
7422911,705;5547375,605;4400;dunin-w¹sowicza_9
7422941,694;5547393,009;4400;dunin-w¹sowicza_5
7423074,045;5547414,095;9845;krasiñskiego_32
7423074,045;5547414,095;9845;krasiñskiego_32
7423059,476;5547424,313;4400;dunin-w¹sowicza_2
7423116,115;5547294,556;9845;krasiñskiego_22
7423116,115;5547294,556;9845;krasiñskiego_22
7422743,286;5546919,824;9077;komorowskiego_1
7422710,36;5546960,015;9077;komorowskiego_7
7422701,03;5546971,936;9077;komorowskiego_9
7422691,955;5546983,56;9077;komorowskiego_11
7422723,747;5547026,106;13671;na stawach_3
7422213,028;5547144,582;8179;kasztelañska_16
7422176,266;5547208,579;8179;kasztelañska_24
7422182,78;5547251,017;8179;kasztelañska_30
7422246,27;5547169,865;8179;kasztelañska_29
7422248,375;5547148,739;8179;kasztelañska_27
7422703,105;5546893,715;9574;koœciuszki_45
7422769,11;5546850,745;4003;dojazdowa_5
7423030,285;5547287;21683;syrokomli_20
7423049,851;5547223,053;21683;syrokomli_12
7422890,395;5546927,315;7329;jaskó³cza_2
7423145,129;5547096,989;9574;koœciuszki_3
7423132,055;5547097,95;21683;syrokomli_1
7423172,151;5547124,768;9845;krasiñskiego_4
7423172,151;5547124,768;9845;krasiñskiego_4
7423166,419;5547110,699;9574;koœciuszki_1
7423159,929;5547155,912;9845;krasiñskiego_8
7423159,929;5547155,912;9845;krasiñskiego_8
7423114,003;5547184,276;13274;morawskiego_10
7423114,003;5547184,276;13274;morawskiego_10
7423025,535;5547362,736;21683;syrokomli_23
7423038,005;5547414,12;4400;dunin-w¹sowicza_4
7423037,97;5547325,395;21683;syrokomli_21
7423059,03;5547258,14;21683;syrokomli_17
7423068,361;5547227,967;21683;syrokomli_11a
7423131,905;5547245,05;9845;krasiñskiego_16
7423131,905;5547245,05;9845;krasiñskiego_16
7423121,436;5547278,548;9845;krasiñskiego_20
7423121,436;5547278,548;9845;krasiñskiego_20
7423016,585;5547328,854;21683;syrokomli_22
7423012,481;5547314,456;23317;ujejskiego_1
7422985,298;5547295,433;23317;ujejskiego_5
7422945,414;5547267,29;23317;ujejskiego_11
7422877,721;5547311,19;4400;dunin-w¹sowicza_22
7422770,054;5547103,9;20763;stachowicza_17
7422740,668;5547138,533;19677;senatorska_5
7422622,546;5547310,283;4993;filarecka_23
7422977,047;5547156,768;24533;w³óczków_10
7422915,802;5547174,538;20763;stachowicza_6
7422836,629;5547117,887;1828;borelowskiego-lelewela_17
7422893,914;5547026,856;1828;borelowskiego-lelewela_5
7422901,764;5547017,671;1828;borelowskiego-lelewela_3
7422886,497;5547038,491;1828;borelowskiego-lelewela_7
7422994,176;5547132,774;24533;w³óczków_8
7423045,042;5547009,606;9574;koœciuszki_18
7422773,375;5546874,15;4003;dojazdowa_4
7422521,542;5546943,756;19677;senatorska_24
7422218,016;5547130,769;8179;kasztelañska_14
7423126,767;5547260,995;9845;krasiñskiego_18
7423126,767;5547260,995;9845;krasiñskiego_18
7422288,459;5547084,116;8179;kasztelañska_15
7422644,369;5546862,85;9574;koœciuszki_51
7422641,159;5546894,54;9574;koœciuszki_49
7423016,396;5547161,476;13274;morawskiego_5
7423016,396;5547161,476;13274;morawskiego_5
7422602,563;5547210,019;19445;salwatorska_8
7422600,569;5547199,842;9871;kraszewskiego_19
7422947,664;5546967,394;9574;koœciuszki_30
7422571,769;5546943,508;19677;senatorska_18a
7422950,355;5547245,745;23317;ujejskiego_12
7422665,703;5547208,158;4993;filarecka_10
7422686,009;5547178,311;4993;filarecka_4
7422682,329;5547188,851;4993;filarecka_6
7422935,026;5546954,311;9574;koœciuszki_32
7422624,311;5547161,048;9871;kraszewskiego_13
7422566,313;5547182,113;19445;salwatorska_12
7422551,43;5547171,4;19445;salwatorska_14
7422930,738;5547031,464;22712;tatarska_11
7422960,551;5547216,769;24533;w³óczków_11a
7422581,45;5547232,975;9871;kraszewskiego_21
7422629,185;5547248,96;19445;salwatorska_1
7422629,341;5547261,364;4993;filarecka_16
7422661,016;5547243,549;4993;filarecka_17
7422693,695;5547303,216;4993;filarecka_17a
7422385,291;5547135,175;19445;salwatorska_23
7422387,339;5547090,704;19445;salwatorska_25
7422355,615;5547075,115;19445;salwatorska_27
7422531,466;5546993;19677;senatorska_27
7422688,607;5546893,675;9574;koœciuszki_47
7422287,813;5547313,666;24963;wyczó³kowskiego_10
7422268,665;5547281,58;8179;kasztelañska_43c
7422277,825;5547281,407;8179;kasztelañska_43d
7422294,499;5547282,772;13051;mlaskotów_10a
7422308;5547287,035;13051;mlaskotów_10
7423020,411;5547404,721;4400;dunin-w¹sowicza_6
7423018,204;5547385,128;21683;syrokomli_25
7422897,797;5547328,638;4400;dunin-w¹sowicza_20
7422962,672;5547404,525;4400;dunin-w¹sowicza_3
7422667,446;5546986,814;9077;komorowskiego_12
7422182,375;5547285,617;8179;kasztelañska_34
7422421,681;5547343,581;17577;prusa_35
7422930,331;5547218,478;24533;w³óczków_20
7422765,884;5547240,492;11695;³owiecka_2
7422629,575;5547150,855;9871;kraszewskiego_11
7422644,105;5547126,656;9871;kraszewskiego_7
7422609,311;5547158,663;9871;kraszewskiego_12
7422615,051;5547219,081;19445;salwatorska_6
7422539,386;5547285,493;9871;kraszewskiego_30
7422545,565;5547271,796;9871;kraszewskiego_28
7422559,35;5547247,025;9871;kraszewskiego_24
7422553,024;5547258,687;9871;kraszewskiego_26
7422645,646;5547265,864;4993;filarecka_19
7422638,313;5547276,487;4993;filarecka_21
7422827,231;5547099,473;1828;borelowskiego-lelewela_18
7422835,494;5547086,636;1828;borelowskiego-lelewela_16
7422897,808;5546988,208;1828;borelowskiego-lelewela_2
7422899,671;5546975,96;9574;koœciuszki_29
7422955,785;5547000,155;9574;koœciuszki_25
7422945,18;5547024,93;22712;tatarska_14
7422970,478;5547006,494;9574;koœciuszki_23
7422959,325;5547031,62;22712;tatarska_12
7422864,275;5547039,71;1828;borelowskiego-lelewela_8
7422464,924;5547436,675;5095;focha_25
7422641,605;5547104,795;9871;kraszewskiego_4
7422699,339;5546863,985;9574;koœciuszki_56
7422747,445;5546836,635;4003;dojazdowa_5a
7423022,224;5547029,28;9574;koœciuszki_17
7423136,556;5547229,982;9845;krasiñskiego_14
7423136,556;5547229,982;9845;krasiñskiego_14
7422911,236;5547232,726;24533;w³óczków_22
7422925,584;5546987,49;9574;koœciuszki_27
7422910,849;5546985,231;1828;borelowskiego-lelewela_1
7422912,697;5546953,104;9574;koœciuszki_34
7422145,194;5547274,525;8179;kasztelañska_36
7422839,04;5546924,222;9574;koœciuszki_40
7422896,685;5546946,545;9574;koœciuszki_36
7422961,492;5546972,563;9574;koœciuszki_28
7422867,145;5546963,365;9574;koœciuszki_35
7422886,05;5547007,045;1828;borelowskiego-lelewela_4
7423155,381;5547169,208;9845;krasiñskiego_10
7423155,381;5547169,208;9845;krasiñskiego_10
7423074,58;5547207,479;21683;syrokomli_11
7422535,165;5547299,664;9871;kraszewskiego_32
7422566,536;5547233,938;9871;kraszewskiego_22
7422778,429;5546897,98;9574;koœciuszki_48
7422767,831;5546887,743;4003;dojazdowa_2
7422600,925;5547172,97;9871;kraszewskiego_14
7422609,64;5547184,634;9871;kraszewskiego_17
7422891,098;5547159,712;20763;stachowicza_10
7422911,446;5547200,24;20763;stachowicza_3
7422879,658;5547181,424;20763;stachowicza_5
7422903,898;5547166,032;20763;stachowicza_8
7422971,084;5547037,215;22712;tatarska_10
7422758,272;5547278,603;11695;³owiecka_3
7422608,346;5547234,116;19445;salwatorska_5
7422618,231;5547241,111;19445;salwatorska_3
7421809,809;5547301,53;5095;focha_42
7422311,782;5547114,751;19445;salwatorska_33
7422563,88;5546812,76;9574;koœciuszki_72
7423011,936;5546995,115;9574;koœciuszki_22
7423028,567;5547002,379;9574;koœciuszki_20
7422414,155;5550239,61;20757;stachiewicza_9
7422420,68;5550263,699;20757;stachiewicza_11
7422444,16;5550361,254;20757;stachiewicza_23
7422522,002;5550341,839;20757;stachiewicza_25
7422550,818;5550173,03;24908;wybickiego_50
7422479,485;5550242,939;20757;stachiewicza_15
7422515,616;5550235,362;20757;stachiewicza_17
